net_name,driver_pin,sink_pins,fanout
net386,fanout386/Y,"['g165591/A1', 'fanout385/A', 'g166111/A1', 'g166136/A1', 'g166085/A1', 'g215508/A1', 'g213844/A1', 'g165794/A1', 'g166302/A1', 'g166059/A1', 'g165981/A1', 'g165898/A1', 'g165871/A1', 'g165954/A1', 'g166008/A1', 'g166278/A1']",16
net387,fanout387/Y,"['g165596/A1', 'g214958/A1', 'g213838/A2', 'g169254/A2', 'g165902/A1', 'g165874/A1', 'g165848/A1', 'g165822/A1', 'g165798/A1', 'g165771/A1', 'g165712/A1', 'g165510/A1', 'g165482/A1', 'g165450/A1', 'g165423/A1', 'g165957/A1']",16
net388,fanout388/Y,"['g167102/B1', 'g167117/B1', 'g167096/B1', 'g167105/B1', 'g167109/B1', 'g167121/B1', 'g167125/B1', 'g184510/B2', 'g167118/B1', 'g167106/B1', 'g167100/B1', 'g167120/B1', 'g167119/B1', 'g167107/B1', 'g167104/B1', 'g167099/B1']",16
net389,fanout389/Y,"['fanout388/A', 'g167108/B1', 'g167114/B1', 'g167113/B1', 'g167126/B1', 'g167124/B1', 'g167123/B1', 'g167122/B1', 'g167116/B1', 'g167112/B1', 'g167101/B1', 'g167103/B1', 'g167110/B1', 'g167098/B1', 'g167111/B1', 'g167097/B1']",16
net390,fanout390/Y,"['g175242/A1', 'g175236/A1', 'g175225/A1', 'g175221/A1', 'g184558/A1', 'g175232/A1', 'g175231/A1', 'g175239/A1', 'g175226/A1', 'g175224/A1', 'g175215/A1', 'g175237/A1', 'g175220/A1', 'g175244/A1', 'g175241/A1', 'g175238/A1']",16
net391,fanout391/Y,"['g175243/A1', 'g175240/A1', 'g175235/A1', 'g175234/A1', 'g175228/A1', 'g175227/A1', 'g175222/A1', 'g175230/A1', 'g182902/A2', 'g175229/A1', 'g175223/A1', 'g175219/A1', 'g175218/A1', 'g175217/A1', 'g175213/A1', 'g175216/A1']",16
net392,fanout392/Y,"['g167188/A1', 'g167187/A1', 'g167182/A1', 'g167180/A1', 'g167172/A1', 'g167168/A1', 'g167164/A1', 'g167183/A1', 'g167193/A1', 'g167192/A1', 'g167189/A1', 'g167186/A1', 'g167181/A1', 'g167176/A1', 'g167167/A1', 'g167169/A1']",16
net393,fanout393/Y,"['g167166/A1', 'g167179/A1', 'g167184/A1', 'g167196/A1', 'g167185/A1', 'g167175/A1', 'g167173/A1', 'g167171/A1', 'g167178/A1', 'g167177/A1', 'g167170/A1', 'g167195/A1', 'g167174/A1', 'g167190/A1', 'g167191/A1', 'fanout392/A']",16
net394,fanout394/Y,"['g167138/A1', 'g167132/A1', 'g167155/A1', 'g167158/A1', 'g167153/A1', 'g167148/A1', 'g167137/A1', 'g167136/A1', 'g167135/A1', 'g167131/A1', 'g167129/A1', 'g167151/A1', 'g167150/A1', 'g167143/A1', 'g167139/A1', 'g167134/A1']",16
net395,fanout395/Y,"['g167160/A1', 'g167159/A1', 'g167149/A1', 'g167147/A1', 'g167146/A1', 'g167145/A1', 'g167144/A1', 'g167142/A1', 'g167141/A1', 'g167133/A1', 'g167157/A1', 'g167156/A1', 'g167154/A1', 'g167140/A1', 'g167152/A1', 'fanout394/A']",16
net396,fanout396/Y,"['g167102/A1', 'g167117/A1', 'g167096/A1', 'g167105/A1', 'g167109/A1', 'g167121/A1', 'g167125/A1', 'g184510/A2', 'g167118/A1', 'g167106/A1', 'g167100/A1', 'g167120/A1', 'g167119/A1', 'g167107/A1', 'g167104/A1', 'g167099/A1']",16
net397,fanout397/Y,"['fanout396/A', 'g167108/A1', 'g167114/A1', 'g167113/A1', 'g167126/A1', 'g167124/A1', 'g167123/A1', 'g167122/A1', 'g167116/A1', 'g167112/A1', 'g167101/A1', 'g167103/A1', 'g167110/A1', 'g167098/A1', 'g167111/A1', 'g167097/A1']",16
net398,fanout398/Y,"['g167188/B1', 'g167182/B1', 'g167168/B1', 'g167164/B1', 'g167172/B1', 'g167187/B1', 'g167193/B1', 'g167192/B1', 'g167189/B1', 'g167186/B1', 'g167181/B1', 'g167176/B1', 'g167167/B1', 'g167180/B1', 'g167183/B1', 'g167169/B1']",16
net399,fanout399/Y,"['g167196/B1', 'g167195/B1', 'g167184/B1', 'g167177/B1', 'g167174/B1', 'g167185/B1', 'g167179/B1', 'g167178/B1', 'g167175/B1', 'g167173/B1', 'g167170/B1', 'g167171/B1', 'g167058/B1', 'g167190/B1', 'g167191/B1', 'fanout398/A']",16
net400,fanout400/Y,"['g167140/B1', 'g167155/B1', 'g167158/B1', 'g167153/B1', 'g167148/B1', 'g167137/B1', 'g167136/B1', 'g167131/B1', 'g167129/B1', 'g167151/B1', 'g167150/B1', 'g167143/B1', 'g167139/B1', 'g167134/B1', 'g167132/B1', 'g167135/B1']",16
net401,fanout401/Y,"['g167159/B1', 'g167149/B1', 'g167147/B1', 'g167146/B1', 'g167145/B1', 'g167144/B1', 'g167142/B1', 'g167141/B1', 'g167133/B1', 'g167157/B1', 'g167156/B1', 'g167152/B1', 'g167023/B1', 'g167138/B1', 'g167154/B1', 'fanout400/A']",16
net402,fanout402/Y,"['g184949/A1', 'g184939/A1', 'g184936/A1', 'g165339/A1', 'g184947/A1', 'g184960/A1', 'g184962/A1', 'g184959/A1', 'g184956/A1', 'g184954/A1', 'g184953/A1', 'g184938/A1', 'g165323/A1', 'g184961/A1', 'g184952/A1', 'g184945/A1']",16
net403,fanout403/Y,"['g184948/A1', 'g184946/A1', 'g184943/A1', 'g184941/A1', 'g165319/A1', 'g184963/A1', 'g184958/A1', 'g184950/A1', 'g184944/A1', 'g184942/A1', 'g165337/A1', 'g184951/A1', 'g167058/A1', 'g184955/A1', 'g184957/A1', 'fanout402/A']",16
net404,fanout404/Y,"['g196709/A1', 'g167023/A1', 'g196722/A1', 'g196730/A1', 'g196720/A1', 'g196713/A1', 'g196708/A1', 'g196706/A1', 'g196704/A1', 'g196726/A1', 'g196721/A1', 'g196719/A1', 'g196712/A1', 'g196707/A1', 'g196703/A1', 'g196728/A1']",16
net405,fanout405/Y,"['g196718/A1', 'g196716/A1', 'g196715/A1', 'g196714/A1', 'g196711/A1', 'g196705/A1', 'g165302/A1', 'g165292/A1', 'g165288/A1', 'g196725/A1', 'g196723/A1', 'g196710/A1', 'g165300/A1', 'g196717/A1', 'g196727/A1', 'fanout404/A']",16
net406,fanout406/Y,"['g165413/A1', 'g165502/A1', 'g165761/A1', 'g165812/A1', 'g165839/A1', 'g165559/A1', 'g165531/A1', 'g165675/A1', 'g165443/A1', 'g166532/A1', 'g166503/A1', 'g165732/A1', 'g165473/A1', 'g165355/A1', 'g165646/A1', 'g165384/A1']",16
net407,fanout407/Y,"['g166118/A1', 'g166263/A1', 'g165704/A1', 'g165857/A1', 'g165884/A1', 'g213842/A1', 'g166287/A1', 'g166092/A1', 'g166042/A1', 'g165936/A1', 'g165993/A1', 'g166068/A1', 'g165789/A1', 'g215499/A1', 'g165587/A1', 'fanout406/A']",16
net408,fanout408/Y,"['g165676/A1', 'g165647/A1', 'g215506/A1', 'g165414/A1', 'g165474/A1', 'g165532/A1', 'g166055/A1', 'g165733/A1', 'g165385/A1', 'g166106/A1', 'g166006/A1', 'g165895/A1', 'g165813/A1', 'g166300/A1', 'g165593/A1', 'g165356/A1']",16
net409,fanout409/Y,"['g165444/A1', 'g213860/A1', 'fanout408/A', 'g165965/A1', 'g166132/A1', 'g166262/A1', 'g165951/A1', 'g165922/A1', 'g165868/A1', 'g166531/A1', 'g166504/A1', 'g166081/A1', 'g165840/A1', 'g165762/A1', 'g165705/A1', 'g165503/A1']",16
net410,fanout410/Y,"['g215501/A1', 'g165447/A1', 'g165708/A1', 'g165388/A1', 'g165417/A1', 'g165679/A1', 'g165650/A1', 'g165535/A1', 'g165816/A1', 'g165793/A1', 'g165736/A1', 'g165563/A1', 'g165359/A1', 'g213836/A1', 'g165843/A1', 'g165765/A1']",16
net411,fanout411/Y,"['g165506/A1', 'g166277/A1', 'g165590/A1', 'g165476/A1', 'g165870/A1', 'g165897/A1', 'g165980/A1', 'g166058/A1', 'g166110/A1', 'g166301/A1', 'g165953/A1', 'g166135/A1', 'g166084/A1', 'g166007/A1', 'g166529/A1', 'fanout410/A']",16
net412,fanout412/Y,"['g153761__168317/B2', 'g153557__168323/B2', 'g153553__168326/B2', 'g153551__168327/B1', 'g153549__168316/B2', 'g153545__168318/B1', 'g153548__168315/B2', 'g153552__168299/B1', 'g153904__168302/B2', 'g153896__168309/B2', 'g153893__168312/B2', 'g153550__178342/B2', 'g153547__168319/B2', 'g153546__168328/B2', 'g153544__168301/B2', 'g153894__168311/B2']",16
net413,fanout413/Y,"['g153558__168322/B2', 'g153543__168321/B2', 'g153762__168314/B2', 'g153976__168300/B2', 'g153903__168303/B2', 'g153902__168304/B2', 'g153899__168306/B2', 'g153897__168308/B2', 'g153895__168310/B2', 'g153556__168324/B2', 'g153898__168307/B2', 'g153763__168294/B1', 'g153555__168325/B2', 'g168313/A2', 'g153900__168305/B2', 'fanout412/A']",16
net414,fanout414/Y,"['g193556/B2', 'g193555/B2', 'g193553/A', 'g193567/B2', 'g193562/B2', 'g193558/A2', 'g193557/B2', 'g193552/B2', 'g193568/B2', 'g193554/B2', 'g193563/B1', 'g193570/B2', 'g193569/B2', 'g193564/B2', 'g193560/A', 'g193565/B2']",16
net415,fanout415/Y,"['u13_icc_r_reg\\[21\\]/SETN', 'u13_occ0_r_reg\\[21\\]/SETN', 'u13_crac_r_reg\\[7\\]/SETN', 'u13_crac_r_reg\\[4\\]/SETN', 'u13_crac_r_reg\\[3\\]/SETN', 'u13_crac_r_reg\\[1\\]/SETN', 'u13_crac_r_reg\\[0\\]/SETN', 'u13_crac_r_reg\\[2\\]/SETN', 'u16_u8_dma_req_reg/SETN', 'u25_int_set_reg\\[2\\]/SETN', 'u13_icc_r_reg\\[18\\]/SETN', 'u13_icc_r_reg\\[0\\]/SETN', 'u13_icc_r_reg\\[17\\]/SETN', 'u13_icc_r_reg\\[19\\]/SETN', 'u13_occ0_r_reg\\[1\\]/SETN', 'u16_u6_dma_req_reg/SETN']",16
net416,fanout416/Y,"['u13_ints_r_reg\\[14\\]/SETN', 'u13_ints_r_reg\\[15\\]/SETN', 'u21_int_set_reg\\[0\\]/SETN', 'u15_crac_din_reg\\[3\\]/SETN', 'u15_crac_din_reg\\[2\\]/SETN', 'u15_crac_din_reg\\[0\\]/SETN', 'u13_intm_r_reg\\[4\\]/SETN', 'u15_crac_din_reg\\[1\\]/SETN', 'u2_cnt_reg\\[7\\]/RESETN', 'u2_cnt_reg\\[5\\]/RESETN', 'u2_cnt_reg\\[1\\]/RESETN', 'u2_cnt_reg\\[0\\]/RESETN', 'u2_cnt_reg\\[6\\]/RESETN', 'u2_cnt_reg\\[4\\]/RESETN', 'u2_cnt_reg\\[3\\]/RESETN', 'u2_cnt_reg\\[2\\]/RESETN']",16
net417,fanout417/Y,"['u13_intm_r_reg\\[15\\]/SETN', 'u13_intm_r_reg\\[3\\]/SETN', 'u13_occ0_r_reg\\[15\\]/SETN', 'fanout416/A', 'u23_int_set_reg\\[2\\]/SETN', 'u13_icc_r_reg\\[5\\]/SETN', 'u13_ints_r_reg\\[22\\]/SETN', 'u13_icc_r_reg\\[2\\]/SETN', 'u13_icc_r_reg\\[4\\]/SETN', 'u13_ints_r_reg\\[0\\]/SETN']",10
net418,fanout418/Y,"['u13_ints_r_reg\\[4\\]/SETN', 'u13_ints_r_reg\\[3\\]/SETN', 'u13_ints_r_reg\\[1\\]/SETN', 'u13_intm_r_reg\\[1\\]/SETN', 'u13_ints_r_reg\\[2\\]/SETN', 'u13_intm_r_reg\\[21\\]/SETN', 'u13_intm_r_reg\\[28\\]/SETN', 'u13_intm_r_reg\\[0\\]/SETN', 'u13_intm_r_reg\\[19\\]/SETN', 'u13_occ1_r_reg\\[1\\]/SETN', 'u23_int_set_reg\\[0\\]/SETN', 'u13_ints_r_reg\\[28\\]/SETN', 'u13_icc_r_reg\\[1\\]/SETN', 'u13_ints_r_reg\\[21\\]/SETN', 'u13_ints_r_reg\\[20\\]/SETN', 'u13_icc_r_reg\\[7\\]/SETN']",16
net419,fanout419/Y,"['u22_int_set_reg\\[1\\]/SETN', 'u13_ints_r_reg\\[18\\]/SETN', 'u15_rdd3_reg/SETN', 'u15_rdd2_reg/SETN', 'u13_intm_r_reg\\[18\\]/SETN', 'u13_intm_r_reg\\[23\\]/SETN', 'u13_intm_r_reg\\[22\\]/SETN', 'u13_intm_r_reg\\[27\\]/SETN', 'u13_ints_r_reg\\[27\\]/SETN', 'u13_intm_r_reg\\[17\\]/SETN', 'u13_occ0_r_reg\\[4\\]/SETN', 'u13_intm_r_reg\\[20\\]/SETN', 'u13_icc_r_reg\\[23\\]/SETN', 'u15_crac_wr_reg/SETN', 'u15_crac_rd_reg/SETN', 'u15_rdd1_reg/SETN']",16
net420,fanout420/Y,"['u13_occ1_r_reg\\[14\\]/SETN', 'u13_ints_r_reg\\[7\\]/SETN', 'u13_ints_r_reg\\[24\\]/SETN', 'u13_occ1_r_reg\\[9\\]/SETN', 'u13_icc_r_reg\\[6\\]/SETN', 'u13_ints_r_reg\\[17\\]/SETN', 'u13_ints_r_reg\\[16\\]/SETN', 'u13_intm_r_reg\\[2\\]/SETN', 'u13_ints_r_reg\\[19\\]/SETN', 'u22_int_set_reg\\[0\\]/SETN', 'u13_ints_r_reg\\[5\\]/SETN', 'u13_intm_r_reg\\[5\\]/SETN', 'u13_intm_r_reg\\[16\\]/SETN', 'u13_intm_r_reg\\[24\\]/SETN', 'u13_intm_r_reg\\[25\\]/SETN', 'u13_occ0_r_reg\\[28\\]/SETN']",16
net421,fanout421/Y,"['u16_u5_dma_req_reg/SETN', 'u13_intm_r_reg\\[11\\]/SETN', 'u13_occ1_r_reg\\[12\\]/SETN', 'u13_occ1_r_reg\\[13\\]/SETN', 'u13_occ0_r_reg\\[9\\]/SETN', 'u13_ints_r_reg\\[6\\]/SETN', 'u13_ints_r_reg\\[25\\]/SETN', 'u13_intm_r_reg\\[6\\]/SETN']",8
net422,fanout422/Y,"['u22_int_set_reg\\[2\\]/SETN', 'u18_int_set_reg\\[1\\]/SETN', 'u13_occ0_r_reg\\[17\\]/SETN', 'u13_intm_r_reg\\[26\\]/SETN', 'u20_int_set_reg\\[1\\]/SETN', 'u13_occ1_r_reg\\[10\\]/SETN', 'u13_occ0_r_reg\\[18\\]/SETN', 'u13_occ1_r_reg\\[8\\]/SETN', 'fanout420/A', 'fanout421/A']",10
net423,fanout423/Y,"['fanout417/A', 'fanout422/A', 'fanout418/A', 'u13_ints_r_reg\\[23\\]/SETN', 'fanout419/A', 'u13_ints_r_reg\\[26\\]/SETN', 'u13_icc_r_reg\\[3\\]/SETN', 'u25_int_set_reg\\[0\\]/SETN', 'u13_icc_r_reg\\[15\\]/SETN', 'u13_icc_r_reg\\[16\\]/SETN', 'u13_icc_r_reg\\[20\\]/SETN', 'u13_icc_r_reg\\[22\\]/SETN', 'fanout415/A']",13
net424,fanout424/Y,"['u26_ps_cnt_reg\\[0\\]/SETN', 'u26_cnt_reg\\[2\\]/SETN', 'u26_cnt_reg\\[1\\]/SETN', 'u26_cnt_reg\\[0\\]/SETN', 'u26_ac97_rst__reg/SETN', 'u17_int_set_reg\\[0\\]/SETN', 'u13_occ0_r_reg\\[5\\]/SETN', 'u13_occ0_r_reg\\[0\\]/SETN', 'u17_int_set_reg\\[2\\]/SETN', 'u13_occ0_r_reg\\[2\\]/SETN', 'u13_occ0_r_reg\\[3\\]/SETN', 'u16_u0_dma_req_reg/SETN', 'u13_crac_r_reg\\[5\\]/SETN', 'u13_crac_r_reg\\[6\\]/SETN', 'u13_occ0_r_reg\\[23\\]/SETN', 'u13_occ0_r_reg\\[31\\]/SETN']",16
net425,fanout425/Y,"['u13_occ1_r_reg\\[7\\]/SETN', 'u13_occ0_r_reg\\[25\\]/SETN', 'u13_occ1_r_reg\\[4\\]/SETN', 'u13_occ1_r_reg\\[5\\]/SETN', 'u16_u4_dma_req_reg/SETN', 'u21_int_set_reg\\[2\\]/SETN', 'u13_occ1_r_reg\\[3\\]/SETN', 'u13_occ1_r_reg\\[2\\]/SETN', 'u13_occ1_r_reg\\[0\\]/SETN', 'u26_ps_cnt_reg\\[1\\]/SETN', 'u26_ps_cnt_reg\\[2\\]/SETN', 'u26_ps_cnt_reg\\[3\\]/SETN', 'u26_ps_cnt_reg\\[4\\]/SETN', 'u26_ps_cnt_reg\\[5\\]/SETN', 'u2_sync_resume_reg/SETN', 'fanout424/A']",16
net426,fanout426/Y,"['u13_occ1_r_reg\\[11\\]/SETN', 'u13_occ1_r_reg\\[6\\]/SETN', 'u13_occ0_r_reg\\[6\\]/SETN', 'u13_occ1_r_reg\\[15\\]/SETN', 'u17_int_set_reg\\[1\\]/SETN', 'u19_int_set_reg\\[1\\]/SETN', 'u21_int_set_reg\\[1\\]/SETN', 'fanout425/A', 'fanout423/A']",9
net427,fanout427/Y,"['u15_crac_din_reg\\[7\\]/SETN', 'u15_crac_din_reg\\[6\\]/SETN', 'u15_crac_din_reg\\[5\\]/SETN', 'u15_crac_din_reg\\[4\\]/SETN', 'u15_crac_din_reg\\[15\\]/SETN', 'u15_crac_din_reg\\[9\\]/SETN', 'u15_crac_din_reg\\[13\\]/SETN', 'u15_crac_din_reg\\[12\\]/SETN', 'u15_crac_din_reg\\[11\\]/SETN', 'u15_crac_din_reg\\[10\\]/SETN', 'u16_u3_dma_req_reg/SETN', 'u20_int_set_reg\\[0\\]/SETN', 'u13_icc_r_reg\\[13\\]/SETN', 'u15_crac_din_reg\\[8\\]/SETN', 'u15_crac_din_reg\\[14\\]/SETN', 'u13_intm_r_reg\\[14\\]/SETN']",16
net428,fanout428/Y,"['u24_int_set_reg\\[0\\]/SETN', 'u13_ints_r_reg\\[13\\]/SETN', 'u13_icc_r_reg\\[9\\]/SETN', 'u13_icc_r_reg\\[12\\]/SETN', 'u13_occ0_r_reg\\[7\\]/SETN', 'u13_occ0_r_reg\\[30\\]/SETN', 'u13_intm_r_reg\\[9\\]/SETN', 'u13_intm_r_reg\\[8\\]/SETN', 'u13_intm_r_reg\\[7\\]/SETN', 'u13_intm_r_reg\\[13\\]/SETN', 'u13_intm_r_reg\\[10\\]/SETN', 'u13_ints_r_reg\\[11\\]/SETN', 'u13_intm_r_reg\\[12\\]/SETN', 'u13_ints_r_reg\\[10\\]/SETN', 'u13_ints_r_reg\\[9\\]/SETN', 'u13_ints_r_reg\\[12\\]/SETN']",16
net429,fanout429/Y,"['u13_icc_r_reg\\[14\\]/SETN', 'u13_occ0_r_reg\\[13\\]/SETN', 'u13_occ0_r_reg\\[29\\]/SETN', 'u13_occ0_r_reg\\[12\\]/SETN', 'u18_int_set_reg\\[0\\]/SETN', 'u16_u1_dma_req_reg/SETN', 'u13_occ0_r_reg\\[8\\]/SETN', 'u13_occ0_r_reg\\[27\\]/SETN', 'u13_occ0_r_reg\\[26\\]/SETN', 'u13_occ0_r_reg\\[14\\]/SETN', 'fanout428/A', 'u13_ints_r_reg\\[8\\]/SETN']",12
net430,fanout430/Y,"['fanout429/A', 'u13_occ0_r_reg\\[24\\]/SETN', 'u20_int_set_reg\\[2\\]/SETN', 'u16_u7_dma_req_reg/SETN', 'u13_icc_r_reg\\[10\\]/SETN', 'u13_icc_r_reg\\[11\\]/SETN', 'u24_int_set_reg\\[2\\]/SETN', 'u13_icc_r_reg\\[8\\]/SETN', 'fanout427/A']",9
net431,fanout431/Y,"['u18_int_set_reg\\[2\\]/SETN', 'u16_u2_dma_req_reg/SETN', 'u19_int_set_reg\\[2\\]/SETN', 'u19_int_set_reg\\[0\\]/SETN', 'u13_occ0_r_reg\\[22\\]/SETN', 'u13_occ0_r_reg\\[20\\]/SETN', 'u13_occ0_r_reg\\[19\\]/SETN', 'u13_occ0_r_reg\\[16\\]/SETN', 'u13_occ0_r_reg\\[11\\]/SETN', 'fanout430/A', 'u2_to_cnt_reg\\[0\\]/SETN', 'u2_to_cnt_reg\\[1\\]/SETN', 'u2_to_cnt_reg\\[2\\]/SETN', 'u2_to_cnt_reg\\[3\\]/SETN', 'u2_to_cnt_reg\\[4\\]/SETN', 'u2_to_cnt_reg\\[5\\]/SETN']",16
net432,fanout432/Y,"['g216481/A2', 'g216479/A2', 'g216471/A2', 'g216477/B2', 'g216475/A2', 'g216473/A2', 'g216472/A2', 'g216474/A2', 'g216476/B2', 'g216480/A2', 'g216478/A2', 'g216469/A2', 'g216468/A2', 'g216467/A2', 'g216448/A2', 'g216470/A2']",16
net433,fanout433/Y,"['g167919/A2', 'g173313/A2', 'g214227/A2', 'g167901/A2', 'g187540/A2', 'g182633/A2', 'g167914/A2', 'g167913/A2', 'g167909/A2', 'g167906/A2', 'g167904/A2', 'g167897/A2', 'g167895/A2', 'g167892/A2', 'g167908/A2', 'g167922/A2']",16
net434,fanout434/Y,"['fanout433/A', 'g178210/A1', 'g167900/A2', 'g167898/A2', 'g167915/A2', 'g215513/A2', 'g173358/A2', 'g167926/A2', 'g167925/A2', 'g167924/A2', 'g167917/A2', 'g167911/A2', 'g167910/A1', 'g167903/A2', 'g167912/A2', 'g178125/A2']",16
net435,fanout435/Y,"['g215509/B2', 'g212620/B1', 'g212619/B1', 'g212618/B1', 'g212615/B2', 'g212609/B2', 'g212606/B2', 'g212614/B2', 'g212588/B1', 'g212621/A2', 'g212617/B2', 'g212610/B2', 'g213021/A2', 'g212612/B2', 'g212608/B2', 'g212605/B1']",16
net436,fanout436/Y,"['g188088/A1', 'g188086/A', 'g188079/A1', 'g188077/B', 'g188069/A2', 'g188066/B1', 'u14_crac_valid_r_reg/SE', 'g188938/A', 'g188091/B', 'g188090/A2', 'g188089/A2', 'g188085/B1', 'g190188/B', 'g188080/B', 'g188063/B', 'fopt188067/A']",16
net437,fanout437/Y,"['g210671/A', 'fanout436/A', 'g188078/A1', 'g188073/A', 'g188072/A1', 'fopt188071/A', 'g188087/A1', 'g188082/B', 'g188074/A2', 'g188070/A2', 'g188068/A']",11
net438,fanout438/Y,"['g180508/B2', 'g181532/A1', 'g186388/A1', 'g207116/A2', 'g175105/A1', 'g168955/A1', 'g168801/A1', 'g158322/A1', 'g158313/A2', 'g158321/A1', 'g182658/A1', 'g173028/A1', 'g158576/A1', 'g158301/A2', 'g158266/A2', 'g158312/A1']",16
net439,fanout439/Y,"['g200173/A1', 'g200162/A2', 'g200174/A1', 'g213843/B2', 'g200170/B2', 'g200166/B2', 'g200164/B2', 'g200161/A1', 'g200160/A1', 'g200159/B2', 'g213867/B2', 'g200169/B2', 'g200163/B2', 'g200168/B2', 'g200165/B2', 'g200158/A1']",16
net440,fanout440/Y,"['g153574__2883/B2', 'g153573__9945/B2', 'g153571__6161/B2', 'g153569__7482/B2', 'g153568__5115/B2', 'g153565__7098/B2', 'g153561__2802/B2', 'g153572__9315/B2', 'g153940__9945/B2', 'g153932__2802/B2', 'g153929__5526/B2', 'g153570__178343/B2', 'g153567__1881/B2', 'g153566__6131/B2', 'g153564__8246/B2', 'g153930__3680/B2']",16
net441,fanout441/Y,"['g153563__5122/B2', 'g153576__7410/B2', 'g153939__9315/B2', 'g172431/A1', 'g153938__4733/B2', 'g153937__7482/B2', 'g153935__6131/B2', 'g153933__5122/B2', 'g153931__1617/B2', 'g153575__1666/B2', 'g153562__1705/B2', 'g153934__8246/B2', 'g153559__3680/B2', 'g153577__6417/B2', 'g153936__1881/B2', 'fanout440/A']",16
net442,fanout442/Y,"['g172949/B2', 'g154153__1666/B2', 'g154142__6417/B2', 'g154071__6260/B2', 'g172541/B2', 'g154145__5115/B2', 'g154078__2802/B2', 'g154077__1617/B1', 'g171378/A1', 'g154150__9945/B2', 'g154152__2346/B2', 'g154149__9315/B2', 'g154147__4733/B2', 'g154144__1881/B2', 'g154143__6131/B2', 'g154148__6161/B2']",16
net443,fanout443/Y,"['fanout442/A', 'g154151__2883/B2', 'g154081__7098/B2', 'g154146__7482/B2', 'g181393/A1', 'g154080__5122/B2', 'g154079__1705/B2', 'g154069__2398/B2', 'g154003__1666/B2', 'g154002__2346/B2', 'g153978__7098/B2', 'g153985__1881/B2', 'g153986__5115/B2', 'g196914/A1', 'g175968/B2', 'g175956/B2']",16
net444,fanout444/Y,"['g153417__5477/B2', 'g153413__175598/B2', 'g153411__9945/B2', 'g153409__6161/B2', 'g153408__4733/B2', 'g153330__4319/B2', 'g153410__9315/B2', 'g176365/A2', 'g176342/A2', 'g153418__2398/B2', 'g153416__6417/B2', 'g153412__178339/B2', 'g153337__4733/B2', 'g140/B2', 'g153414__175602/B2', 'g153336__7482/B2']",16
net445,fanout445/Y,"['g153404__6131/B2', 'g176413/A2', 'g196984/B2', 'g223/B2', 'g176359/A2', 'g176350/A2', 'g176348/A2', 'g153335__5115/B2', 'g153331__6783/B2', 'g153420__6260/B2', 'g118/B2', 'g176786/A2', 'g153423__1705/B2', 'g153421__4319/B2', 'g176367/A2', 'fanout444/A']",16
net446,fanout446/Y,"['g154409__182535/A1', 'g154413__186732/A1', 'g182536/A', 'g186733/A', 'g186737/A', 'g154408__182537/A1', 'g154412__186728/A1', 'g154414__182547/A1', 'g154406__186720/A1', 'g154407__182539/A1', 'g154415__186736/A1', 'g182540/A', 'g182548/A', 'g186721/A', 'g186729/A', 'g182538/A']",16
net447,fanout447/Y,"['g186725/A', 'g154402__182543/A1', 'g154403__182545/A1', 'g154404__182514/A1', 'g154405__182519/A1', 'g154417__182521/A1', 'g182517/A', 'g182520/A', 'g154410__182533/A1', 'g154411__186724/A1', 'g154416__182523/A1', 'g182524/A', 'g182546/A', 'g182544/A', 'g182534/A', 'g182522/A']",16
net448,fanout448/Y,"['g186613/A2', 'g182873/A1', 'g182871/A1', 'g182869/A1', 'g182865/A1', 'g182861/A1', 'g182859/A1', 'g182844/A1', 'g186598/A2', 'g186831/B', 'g186830/A1', 'g182877/A1', 'g182867/A1', 'g182853/A1', 'g182851/A1', 'g186657/A2']",16
net449,fanout449/Y,"['g186025/A1', 'g186019/A1', 'g186014/A1', 'g213849/A1', 'g186041/A1', 'g186042/A1', 'g186031/A1', 'g186027/A1', 'g215500/A1', 'g213866/A1', 'g186021/A1', 'g186016/A1', 'g186015/A1', 'g186012/A1', 'g186023/A1', 'g186022/A2']",16
net450,fanout450/Y,"['fanout449/A', 'g186020/A2', 'g186034/A1', 'g186029/A1', 'g186040/A1', 'g186039/A1', 'g186038/A1', 'g186037/A1', 'g186036/A1', 'g186033/A1', 'g186032/A1', 'g186030/A1', 'g186026/A1', 'g186018/A1', 'g186017/A1', 'g186010/A1']",16
net451,fanout451/Y,"['g153950__182087/A2', 'g153949__182092/A2', 'g153948__182101/A2', 'g153947__182090/A2', 'g153946__182093/A2', 'g153945__182096/A2', 'g153944__182088/A1', 'g153943__182099/A2', 'g153942__182098/A2', 'g153941__182091/A2', 'g153952__182095/A2', 'g182102/A1', 'g153808__182089/A1', 'g153806__182097/A1', 'g153794__182094/A1', 'g153790__182072/A2']",16
net452,fanout452/Y,"['g153815__168289/A1', 'g181634/A2', 'g153825__168282/A1', 'g153821__168285/A2', 'g153817__175426/A1', 'g209721/B2', 'g153827__168283/A1', 'g153826__168281/A1', 'g153824__168280/A1', 'g153819__175422/A1', 'g153811__168291/A2', 'g181062/B2', 'g153820__168262/A1', 'g153818__168287/A2', 'g153810__168293/A2', 'g179827/A1']",16
net453,fanout453/Y,"['g82/A2', 'g215497/A2', 'g213854/A2', 'g181508/A2', 'g176743/A2', 'g172175/A2', 'g172169/A2', 'g172159/A2', 'g172157/A2', 'g172155/A2', 'g172136/A2', 'g172128/A2', 'g172126/A2', 'g172124/A2', 'g172114/A2', 'u15_crac_we_r_reg/D']",16
